Topics;Alpha;Beta;Word Ratio;Sumprob;Energy;Shannon Entropy;Free Energy;Renyi Entropy
68;0,1;0,1;0,07157308723999974;0,8177362628212482;0,20121541145589297;-2,6370361522111456;179,5196737618138;2,679398115847967
67;0,1;0,1;0,07161380493516;0,8178896687391258;0,20102783076844194;-2,6364674172433107;176,84434478607028;2,6794597694859132
66;0,1;0,1;0,0708791005584526;0,816893596147161;0,20224642987772115;-2,6467796624039095;174,88970414853577;2,6906108330543965
65;0,1;0,1;0,07023359421007264;0,8167379644991798;0,20243696445381665;-2,655928532417871;172,83779157161544;2,7005904933064913
64;0,1;0,1;0,069220327582381;0,8167304678924101;0,202446143213101;-2,67046070830447;171,1119314746992;2,7160624043603048
63;0,1;0,1;0,069213076702259;0,8176150069155274;0,20136370486317126;-2,6705654645252115;168,4469879699515;2,716886902741153
62;0,1;0,1;0,06954828688310433;0,8192126904121559;0,19941153359110522;-2,6657339923595478;165,47491905988306;2,712703591145624
61;0,1;0,1;0,06976898578192156;0,8203376600527648;0,19803924293003058;-2,662565697729432;162,61454680442537;2,710242446740423
60;0,1;0,1;0,06953751987869373;0,820968840245045;0,1972701236664683;-2,6658888177106426;160,15059918630502;2,714416935361102
59;0,1;0,1;0,06989715420475509;0,8211512198955302;0,19704799660564978;-2,660730342949469;157,18013823062432;2,7100023832866262
58;0,1;0,1;0,06959487636632145;0,8202088716801773;0,1981962495986753;-2,6650643297779277;154,77192737671848;2,715296971521377
57;0,1;0,1;0,0700956318456187;0,8228912093289985;0,19493127497826568;-2,657894800069749;151,69493487895397;2,708838122838464
56;0,1;0,1;0,07055186159674122;0,8241145836398882;0,19344570092490881;-2,6514072141180303;148,6722496915346;2,7031318125733566
55;0,1;0,1;0,07099139626599962;0,8253672157839562;0,1919268816383857;-2,6451965886357507;145,67773925660467;2,6977359121593456
54;0,1;0,1;0,07084314426486844;0,8244234415196826;0,19307099572709788;-2,6472870816082903;143,1465734025748;2,7008787434448074
53;0,1;0,1;0,07084630376667665;0,8242873747367653;0,19323605412531378;-2,6472424840485904;140,4970877087006;2,7018670713211654
52;0,1;0,1;0,07099254068909011;0,8234352687831525;0,1942703374531845;-2,645180468177126;137,74365468266373;2,700855974169877
51;0,1;0,1;0,07064849683354979;0,8218153613668584;0,19623953036528055;-2,6500384463192765;135,3482002926484;2,7069640058529676
50;0,1;0,1;0,0706446244313769;0,8214339180743647;0,19670378530714125;-2,650093260058816;132,70136678824792;2,708191158943835
49;0,1;0,1;0,070779848608699;0,8207675884975251;0,19751529304323867;-2,648180942966528;129,9583814984031;2,7074662812167314
48;0,1;0,1;0,0711530104663634;0,8213514117653785;0,1968042321610995;-2,642922643797274;127,05709113443027;2,7033423645623462
47;0,1;0,1;0,07114900226859076;0,8200124059814389;0,19843580959262697;-2,6429789774737507;124,4184477508589;2,7047488641491064
46;0,1;0,1;0,07181293686896704;0,8212926781193216;0,19687574326498816;-2,6336906399247626;121,34664517980406;2,696592115106757
45;0,1;0,1;0,07228324518904791;0,8227139712313971;0,19514668278127997;-2,627162916797128;118,41747793865206;2,691306316787547
44;0,1;0,1;0,07254924704719445;0,8227596464539014;0,1950911665797133;-2,6234896781042187;115,62863700316534;2,6890380698410543
43;0,1;0,1;0,07292954105052392;0,8241806341396646;0,1933655569081098;-2,6182614950193175;112,77860984273876;2,6852049962556848
42;0,1;0,1;0,07202163013213718;0,8248030677306639;0,1926106269232291;-2,630788786580779;110,68573966331594;2,699652186910145
41;0,1;0,1;0,07135898553038565;0,8238340531878582;0,1937861611170175;-2,6400320070336085;108,43509844949497;2,7108774612373745
40;0,1;0,1;0,07190863197603461;0,8280623852163724;0,18866678297091102;-2,632358966161689;105,48302542943847;2,7046929597291913
39;0,1;0,1;0,07221193319051968;0,8280755090253242;0,18865093427981144;-2,628149967093446;102,68649965092419;2,702276306603268
38;0,1;0,1;0,0721165918235064;0,8310330865354824;0,1850856695938077;-2,6294711387865974;100,1049889434845;2,705540241715797
37;0,1;0,1;0,07110000269880443;0,8321424996647214;0,18375157919110055;-2,6436679042150746;97,99946403514886;2,7222073343096906
36;0,1;0,1;0,07196395330202054;0,8340851740512871;0,18141975467819696;-2,6315899339154765;94,91865737563536;2,7119616393038677
35;0,1;0,1;0,07247467943129765;0,8372821024334317;0,17759422533350203;-2,6245180273467024;92,03572518246808;2,7069330936020024
34;0,1;0,1;0,07237911252374021;0,8366942291606916;0,17829659284708302;-2,6258375222682133;89,45677234996634;2,7108112833323132
33;0,1;0,1;0,07286781046905312;0,838472411095061;0,1761736009494323;-2,6191082948344877;86,60674733048752;2,706460854077735
32;0,1;0,1;0,07334891268168202;0,8365864487528005;0,17842541810570553;-2,6125275982019684;83,7793085605687;2,702558340663506
31;0,1;0,1;0,07353178026005447;0,8356302797438767;0,17956901282861037;-2,610037581724046;81,09073404627404;2,7030244682091347
30;0,1;0,1;0,07372868819113133;0,8344543827046516;0,1809772015988943;-2,607363299202722;78,40187617768055;2,703512971644157
29;0,1;0,1;0,07422420488413288;0,8358426936988981;0,17931484903471148;-2,600664970627711;75,59859899723834;2,6999499641870837
28;0,1;0,1;0,07478087207367136;0,8386520369127524;0,17595939404476094;-2,593193147644103;72,78536752807965;2,695754352891839
27;0,1;0,1;0,07451993211451771;0,83694239842826;0,17800002994293004;-2,596688644219136;70,28859342385961;2,7034074393792156
26;0,1;0,1;0,07441601447481842;0,8355545997814168;0,1796595832537487;-2,5980841119882343;67,72984649494785;2,709193859797914
25;0,1;0,1;0,0741706424054144;0,8380203444896871;0,176712901360752;-2,601386862014412;65,21138445172106;2,7171410188217107
24;0,1;0,1;0,07397185546802766;0,8365833627857171;0,17842910687305258;-2,6040705896354805;62,67612325812459;2,7250488373097648
23;0,1;0,1;0,0724653760992576;0,8330850908015538;0,18261949221043886;-2,6246464022396023;60,549486743721296;2,752249397441877
22;0,1;0,1;0,07365623392473498;0,8358434392149738;0,17931395710163733;-2,6083464970928842;57,562936893145086;2,741092233006909
21;0,1;0,1;0,07447179470922953;0,8409059980300662;0,17327539929910035;-2,5973348197886033;54,717306614859766;2,735865330742988
20;0,1;0,1;0,07503605902585155;0,8450141711343244;0,1684018811924227;-2,5897864939755157;51,96413176070274;2,7349543031948813
19;0,1;0,1;0,07390786407937074;0,8415436090067253;0,17251744375081193;-2,6049360415425706;49,66630223305965;2,7592390129477584
18;0,1;0,1;0,07489490489046685;0,8465134082668677;0,16662923788068043;-2,5916694162672367;46,81667873069094;2,7539222782759376
17;0,1;0,1;0,07612533529999152;0,8492203335213346;0,16343660511405547;-2,5753741483641863;43,94479712730522;2,7465498204565764
16;0,1;0,1;0,07476353600355043;0,846569891779478;0,16656251521838775;-2,5934249994454706;41,66136250634592;2,7774241670897277
15;0,1;0,1;0,07603091830319168;0,8468885104961281;0,1661862216879631;-2,576615201645698;38,815414246373436;2,772529589026674
14;0,1;0,1;0,0762668209411802;0,8423661304013575;0,17154052504691847;-2,57351728531649;36,20078251947778;2,7846755784213673
13;0,1;0,1;0,07694014628442677;0,8432969957797185;0,17043607486523465;-2,5647274803805287;33,51189331981211;2,792657776651009
12;0,1;0,1;0,07733274159547321;0,8403923322195955;0,17388643401817527;-2,559637847795886;30,889540607568808;2,808140055233528
11;0,1;0,1;0,07762020515820582;0,8408732277119749;0,173314370309794;-2,555927509934772;28,288516979592284;2,8288516979592284
10;0,1;0,1;0,07947409297681127;0,847223520866;0,16579072201847628;-2,5323241849360043;25,48903257137852;2,832114730153169
9;0,1;0,1;0,08256592329597988;0,8434264925719046;0,17028252652926276;-2,4941582344738653;22,61770663679405;2,8272133295992563
8;0,1;0,1;0,08730444912903584;0,8553001921755559;0,15630276970753215;-2,438353853757798;19,663133599769917;2,809019085681417
7;0,1;0,1;0,0915820006023046;0,8553448438289953;0,1562505652437073;-2,3905205265855427;16,889894251342504;2,814982375223751
6;0,1;0,1;0,09623136950331003;0,8657875919254012;0,14411567541744444;-2,340999888152069;14,190115004329856;2,838023000865971
5;0,1;0,1;0,09254410296238766;0,8614854831703352;0,14909707379996248;-2,3800699593088437;12,049446870344182;3,0123617175860455
4;0,1;0,1;0,10092366581604349;0,8687464246518999;0,14070399762020835;-2,2933908318891594;9,314267325176846;3,104755775058949
3;0,1;0,1;0,11760789970043271;0,8762836540645452;0,13206543444984245;-2,1403990714502967;6,553262648800732;3,276631324400366
2;0,1;0,1;0,1357206257627871;0,856280972039134;0,155156718335347;-1,9971567283871767;4,1494701751097;4,1494701751097
